ID,NU_NOTA_LC
250,574.5948267704889
251,547.8916682637306
252,435.18498242987323
253,542.6616903645438
254,476.8366896315845
255,468.6776860671568
256,560.3843513580077
257,582.6977274979668
258,482.9317142784606
259,550.9032880859385
260,451.54575380924007
261,449.33170836748997
262,511.8279210812285
263,476.63286771061325
264,526.9768315844668
265,506.5940699497721
266,561.1100707582988
267,488.89603782267125
268,467.81012374883505
269,424.8231089338546
270,592.671383758344
271,448.5407620279526
272,490.1867185033946
273,605.2768646124002
274,526.5368096827638
275,567.9615526014549
276,466.9637873091207
277,588.3244690493603
278,507.78563813549545
279,545.5572899709625
280,550.5916533226473
281,511.9811690199602
282,539.0068627951553
283,533.4641481724441
284,581.0736820831244
285,495.1190233718675
286,609.2350727287521
287,494.177324317038
288,479.1788859597264
289,422.68605043335384
290,499.33432452462876
291,520.4355704786067
292,435.5541893691966
293,594.7789282103104
294,422.1186230856279
295,645.1519523951747
296,518.419582021828
297,497.6427227084931
298,551.5733102230074
299,607.9853038967361
300,584.5056248463457
301,460.8305507346297
302,490.5261136587287
303,600.9094160323914
304,529.5593533134927
305,563.6222492567047
306,526.0713503600346
307,623.7783215924172
308,543.7927245734987
309,563.0536638480053
310,602.6877927845255
311,605.1474644253419
312,410.33607567726625
313,450.35792897561004
314,571.7632162511162
315,661.2356217231261
316,477.50130294349503
317,523.2122480839818
318,469.2373177551211
319,568.6380016853938
320,485.9011753675644
321,602.4803335830144
322,650.2882962332444
323,607.2454555506276
324,571.7173717734231
325,483.3859938947633
326,581.7411820243334
327,567.4946251743753
328,483.3771158180389
329,488.0942747797724
330,523.7146696837067
331,557.2645689139623
332,576.2246373356893
333,502.33653729680253
334,538.41928179563
335,479.3846337657054
336,579.8982465290431
337,506.14662954238156
338,449.1169135691599
339,431.0747090569881
340,558.8356088018295
341,491.66026797075756
342,507.0574074229561
343,436.9437211445237
344,482.46975869306016
345,560.5008154120577
346,519.6553737903697
347,566.1109731463738
348,591.5675571344876
349,608.8400030195562
350,535.1113245677616
351,559.0148020400977
352,558.4510367475277
353,570.7594419331073
354,579.6920665789286
355,514.9519282978422
356,425.68364593539906
357,506.5859616483425
358,568.005141416399
359,583.0802089704869
360,524.5318526656545
361,484.84741127719144
362,587.8143298294832
363,489.4874962342402
364,589.0779940427817
365,505.89585941312305
366,453.66227344723404
367,564.84250374263
368,511.4353893180249
369,515.1879931792614
370,467.7327164221581
371,560.3747027277099
372,431.7692096308923
373,507.83678701960105
374,504.7599989962541
375,523.7969245387593
376,470.24187455247375
377,525.6803773659278
378,527.2144790660243
379,465.170437932535
380,458.5833072329422
381,489.28626532218163
382,420.4604913399626
383,456.2817577625403
384,541.4449353012471
385,591.2287973679478
386,528.0291081946118
387,661.6657761268657
388,610.6910070097576
389,434.08882650872204
390,516.1777222534052
391,473.88062720049595
392,524.638481135916
393,451.7581732895556
394,546.2573152586057
395,444.00396329512483
396,609.1581614121432
397,429.79283199143947
398,576.1635870332422
399,599.9971690437781
400,431.04942193212446
401,526.6104615081933
402,542.2668463547857
403,499.12485126017714
404,580.9797552563095
405,464.92871459402556
406,532.5500450476316
407,511.50496057776377
408,667.9504271521546
409,436.09725674728713
410,507.8947522969209
411,625.2272525155014
412,559.2842827876404
413,529.0109961791701
414,545.5441283188005
415,572.3810442903296
416,528.3805673226904
417,659.8491219096129
418,468.04233833078797
419,496.51911265728666
420,491.9531235837042
421,489.15069911706286
422,538.5316323288478
423,542.9895073813602
424,576.3557266860756
425,610.2758817957501
426,581.6130248929635
427,550.2766831358385
428,540.3644715381233
429,515.1153911406326
430,597.029441807152
431,522.7869979394627
432,512.7716874769973
433,441.33856517129584
434,478.5456361917724
435,477.1410742511634
436,500.74558944123544
437,554.0585086428067
438,569.9024127334842
439,606.5593830707983
440,447.72512545751505
441,495.7595752377315
442,583.5675596584003
443,454.48116723982093
444,544.6478357376751
445,522.0665513922994
446,495.5544376583847
447,586.8149468610549
448,518.0230649393766
449,556.6485263322004
450,512.2663601274317
451,507.86425037899414
452,509.0317105365324
453,520.3036884161029
454,638.5235361895269
455,434.4553492418636
456,502.80756476021827
457,582.379973685855
458,532.0879991001052
459,516.6467293361763
460,527.2081734899864
461,550.1394550936457
462,461.2110707246052
463,491.50055894844047
464,515.6633381809245
465,536.2961957301401
466,581.7987822652032
467,588.7099113688718
468,415.6216153783616
469,491.4738354031401
470,498.55721768675954
471,517.1298149629413
472,566.1655878911384
473,568.1115632600641
474,544.8271721446554
475,474.1363798031696
476,506.9438809027448
477,453.30620497028957
478,534.2493843910291
479,464.87571337053436
480,549.0496540409647
481,452.19912241341535
482,512.8213184992098
483,534.7699821069157
484,545.0482446361084
485,538.6280554756156
486,565.9353351870478
487,491.71362864212807
488,625.2416368595252
489,565.7117536673201
490,550.3382761594328
491,487.2918973405498
492,465.1508238757515
493,514.2472286960572
494,474.3829172829247
495,496.6161482577635
496,605.6044484195241
497,553.9739386700545
498,622.4089129223312
499,523.6471806624116
500,549.8533537818973
501,499.08235984109837
502,467.7575424181391
503,514.461832255862
504,530.979245624587
505,511.27917338261227
506,578.8467087458245
507,578.9388598231956
508,662.2404090973897
509,464.2220321314565
510,584.1550820682049
511,694.5207025583204
512,491.00696407116675
513,535.2187704759526
514,583.2618580898137
515,593.2646703775147
516,442.64173790840306
517,478.3380172647063
518,555.0909574102783
519,509.1110949031535
520,504.52865442508823
521,503.74929607051865
522,548.8331401709191
523,427.1025101848623
524,540.2831942533935
525,531.1825579971619
526,636.3266815496456
527,558.684928946404
528,527.9805100746205
529,491.4722855877414
530,474.61378272774374
531,551.8996053291919
532,644.8964248567149
533,589.8294601768964
534,565.6404431559383
535,516.9255738505938
536,472.55767333615415
537,444.86646285091285
538,493.372850195257
539,452.0732173471274
540,578.5116493346475
541,672.6675543238919
542,538.8212629454767
543,646.335730691643
544,511.5944520194073
545,443.8735924659333
546,532.1457267881851
547,461.72294695495015
548,594.1302741618891
549,519.2572918276378
550,535.7807374996785
551,610.4521859987972
552,514.7970011405928
553,611.197227540713
554,571.8592938473605
555,601.3967403594302
556,529.9789077613117
557,572.9249625884238
558,468.38731854691105
559,494.3712314588713
560,449.38909987853884
561,615.0949751808155
562,520.9953702687085
563,504.95878823777826
564,514.9379945194833
565,548.366312069995
566,496.06757409228453
567,526.0676495027012
568,677.9497988130003
569,548.3042763231023
570,495.23843077749086
571,582.5251610954141
572,599.488024034072
573,460.5194728495916
574,539.5849579687608
575,545.141268406323
576,575.6313551518829
577,588.6939220850523
578,533.8551196705345
579,677.5353264099117
580,467.0189951334804
581,501.40559486913526
582,585.5372753693931
583,536.6743491493436
584,607.1277131031432
585,595.9296984642456
586,634.0989957608261
587,453.74524544640997
588,501.5881762851867
589,551.4922525218656
590,636.4587145292561
591,605.3478099851038
592,517.7977302060649
593,479.05051831766406
594,476.37763178039467
595,478.9424600675949
596,570.2461790700255
597,548.3398470498884
598,587.9614301899902
599,591.6520084890083
600,543.3949425248569
601,468.6281429390076
602,452.319374849776
603,528.385649295527
604,501.67486957741664
605,503.2400524929619
606,537.3801593990338
607,445.64290968916976
608,558.8410829868302
609,597.6957513556138
610,578.5492463388541
611,526.6730087156775
612,449.95054652943645
613,507.0360117780973
614,481.82609543528486
615,544.2450621148547
616,625.2264097684982
617,560.9391219093122
618,469.35868935848583
619,452.81223648342944
620,436.19404031426893
621,489.5399599615804
622,471.1365009485443
623,534.4360844816943
624,482.61876651015507
625,562.8120065806642
626,446.9012863414424
627,544.4851216512957
628,511.848025070188
629,514.9209820314543
630,523.7658513561023
631,544.8526269560475
632,498.2124216404882
633,507.46493851496405
634,533.5843793750349
635,583.2402296328382
636,535.5320659571074
637,492.0678916644928
638,621.6839985278044
639,629.1103346436144
640,512.0257526249745
641,552.5089011568597
642,546.8598275791265
643,483.29720161016786
644,483.18946637977706
645,465.369043076445
646,575.0884281327945
647,537.8256763079717
648,478.98633408435836
649,466.2909509481453
650,565.4028272053353
651,563.7267278888503
652,537.7244143095606
653,543.9006739351958
654,561.6038493423555
655,579.8433718828874
656,561.7761396984023
657,486.007113343524
658,455.42572724598136
659,558.5763217877482
660,494.073223283497
661,552.6048280805514
662,506.4756097467065
663,623.4865732822873
664,546.4424569925706
665,597.8133235592616
666,504.87789328280735
667,628.5451256230294
668,558.1445648522264
669,525.188450085622
670,457.63929178059095
671,658.3769308748699
672,534.8187836287726
673,570.6449457339468
674,508.58721216539607
675,482.42864587150746
676,544.0037037514877
677,496.231951136017
678,556.9342759827334
679,538.5990624451631
680,497.46144612101676
681,468.1879993166557
682,469.93267801822213
683,609.0705372597885
684,489.3256529045171
685,596.8753610192596
686,492.9003833006075
687,510.43354674095747
688,481.36920151117886
689,585.1181623903432
690,506.40720195164243
691,460.44226288545457
692,422.48124359755684
693,596.1386911603221
694,508.902215710845
695,516.5406206139936
696,538.6160872662168
697,496.13707307562396
698,612.374560582931
699,573.1879121564792
700,535.9378541180431
701,561.8460611463257
702,610.9353174510973
703,514.1856902125367
704,570.0499219107462
705,604.6830966074324
706,652.329846549325
707,473.7947284728317
708,447.19032060297434
709,532.835869160924
710,625.245335715896
711,493.8803476722239
712,454.4576458274473
713,518.7848340987244
714,579.2285878349218
715,500.46938021992
716,489.55740630033733
717,457.8484874736483
718,528.8692638321766
719,553.9388508477898
720,520.3629940199783
721,516.0309227515488
722,514.4413478945899
723,458.464363916543
724,484.54367142992896
725,652.6161243922286
726,437.56186369722343
727,531.9072226911767
728,544.790091771471
729,634.2103208460009
730,477.6189881034476
731,508.39111487036666
732,570.3783703388951
733,498.4031217356022
734,638.8220825755259
735,561.1197972176926
736,613.2483610825366
737,588.0726883132704
738,648.8608762702163
739,523.5967181999757
740,522.1268823173316
741,540.0331876286441
742,480.1281117004289
743,475.5381534628437
744,526.6888791569245
745,563.2359723055247
746,615.4542447898805
747,483.4799589780454
748,584.423178211178
749,465.87905150033
750,514.62169893519
751,485.9611792433727
752,543.7177285971627
753,534.6539770521985
754,450.654265725545
755,539.0724461278691
756,539.9247549581446
757,563.6056869320385
758,622.519790787372
759,598.4798449181178
760,606.0016394131223
761,590.2183057005113
762,524.5406145598345
763,522.1173916762659
764,516.5552373913094
765,563.130670179537
766,486.4742805313983
767,499.54456977174164
768,560.0602042022803
769,554.6645270069108
770,470.87313497028094
771,435.0927910958816
772,554.7327617588246
773,527.1673166186238
774,568.8268099535176
775,591.2600051750035
776,504.8783801359076
777,533.0063478949542
778,631.5630137914328
779,505.35304964531826
780,490.6861964797854
781,492.69381939962886
782,550.4401452205634
783,529.4455346178294
784,546.7609698644892
785,470.84962160220397
786,523.6522325336966
787,467.4262174991161
788,532.6788222624959
789,489.8953414375444
790,505.4766930920095
791,587.7861782454218
792,491.9367091476521
793,463.19503139990957
794,608.1124157243061
795,569.9712575585143
796,507.0296092435648
797,548.8352461775542
798,624.3790567527907
799,508.8670282527083
800,528.2855905551322
801,591.4889736562258
802,528.4768876305062
803,441.56368174485345
804,464.93691794411103
805,627.7014729214759
806,489.5205251778411
807,519.8910984247105
808,560.2899503926651
809,508.9770906053715
810,536.6192636786742
811,631.1609245461725
812,560.6567982502879
813,464.8231312774892
814,641.2600605442178
815,532.8439977464857
816,576.4925599048102
817,527.4953348360783
818,445.7507573186117
819,478.9236927527422
820,496.36331808889884
821,530.699383683791
822,475.5251155333858
823,512.6579816018386
824,565.9711796894836
825,483.8399624247817
826,262.83506673768204
827,488.57538111101087
828,571.2183554332021
829,476.77488204946883
830,486.42483728143037
831,480.76212126507187
832,562.358404284487
833,523.1035487111676
834,463.44226158672797
835,488.8685796208805
836,612.0857604560425
837,557.3421153862848
838,438.86026446995373
839,567.8928613952313
840,508.21230925161564
841,569.6581764906441
842,632.9455672756919
843,619.249062951588
844,647.0774721953346
845,570.6872781462702
846,479.1137716695499
847,562.5789503981359
848,494.9039706238468
849,425.24138461003133
850,517.7705877623432
851,452.1176625533222
852,597.3205201669498
853,423.70577934099697
854,518.9798177287357
855,578.1579824486728
856,543.9748891171942
857,466.58985506651993
858,429.070640831046
859,556.9560361346907
860,596.2881970036794
861,484.6431750385769
862,592.2017577581162
863,594.2025160816523
864,519.6782834359751
865,537.0084352677625
866,499.3796653125671
867,524.4730472898259
868,528.713282994844
869,507.11498542800626
870,554.5110336739762
871,465.60853961352916
872,490.22180215238825
873,634.1506957004694
874,594.4702635303687
875,430.9764068042171
876,496.772755130273
877,546.2259584975886
878,594.7772397636514
879,654.9810905307959
880,520.2851811389177
881,565.5637866436325
882,526.2721463825649
883,455.7314514484057
884,552.6591892670444
885,506.46209282297184
886,491.2822121080435
887,502.0797120471236
888,493.6496216627644
889,578.8301948573187
890,520.6329877114254
891,497.21448997853236
892,501.4056370239624
893,567.462047588061
894,581.0010817792916
895,438.4607004314264
896,505.91393657054766
897,539.8169801538396
898,589.8868663684333
899,475.5277821407901
900,634.2541469939265
901,460.47679970010427
902,469.11379376903574
903,529.1480817881958
904,477.66019847212846
905,473.70806359666625
906,445.47560589100556
907,516.8846503685794
908,558.4768105564758
909,482.9680572440029
910,625.1057952018507
911,574.4858004475154
912,533.0763366114502
913,429.5835884366271
914,428.84345511936095
915,504.53774993475633
916,512.9924108371958
917,535.2586479183176
918,626.613600800302
919,534.88009327498
920,628.0777003720962
921,512.0295054429689
922,479.04098670337373
923,546.9516262885575
924,552.1692475441813
925,521.9557650123353
926,586.9900841190951
927,586.9332775484784
928,501.69146685890246
929,455.85003361247357
930,532.0554906603545
931,694.0139055046125
932,590.6552335160605
933,557.8083610450954
934,527.6594863267569
935,524.4480011026955
936,548.2450475777257
937,468.03578176705776
938,641.4040863954733
939,603.4716453253695
940,437.6371995311018
941,531.6917456361798
942,579.4584303386595
943,499.7629209538328
944,460.81815657034804
945,522.6618727278524
946,493.4849204416575
947,532.6468064927889
948,615.4162917909579
949,596.145241991881
950,607.5297162256318
951,575.6715921208646
952,497.1348959141175
953,461.3223580524481
954,451.545903868613
955,507.7683630141951
956,563.7750939460689
957,547.8393410258759
958,630.4609626115515
959,508.0207934320212
960,506.0599017754405
961,528.3552497345784
962,514.8250631342676
963,517.8286052152262
964,457.0126700915489
965,465.7827190933034
966,550.8318884886712
967,568.7483312324758
968,448.500948114581
969,442.5796089115562
970,551.263457224608
971,507.76441053038195
972,530.8252325865953
973,426.83968624243073
974,508.51382213647685
975,604.4413152480124
976,516.3020046958563
977,508.50484228029006
978,513.6224247219452
979,591.624215075881
980,547.8378136623455
981,447.8856045724672
982,560.4910005690426
983,484.7661171803689
984,450.89848248484867
985,547.095615328126
986,606.1001481324947
987,535.1954677855654
988,546.122816583922
989,501.74768197635876
990,553.1495916793394
991,508.52674898179964
992,553.5703056705371
993,515.9949101726953
994,536.6333091855897
995,614.8664838627818
996,549.8168649659037
997,531.0019118869166
998,446.7292985900473
999,526.818963296016
1000,576.1856836421694
1001,541.3030749283519
1002,562.8670672731251
1003,494.61202602529755
1004,622.6254627155329
1005,491.9418581428325
1006,469.0649218819757
1007,425.1277064383778
1008,570.1454475104476
1009,533.1853038318962
1010,642.5985000561052
1011,530.7743063652183
1012,583.8532253197201
1013,550.6086465739074
1014,564.7770216284208
1015,525.0086970273339
1016,538.5244454340805
1017,492.3190456436726
1018,433.06870130368
1019,585.5162194464042
1020,538.0430184324894
1021,532.5150952085147
1022,635.8870398891322
1023,501.47537117394904
1024,543.9012423619838
1025,461.7591278948581
1026,500.9383187756852
1027,569.3604061215419
1028,557.5060344138425
1029,455.6698912180043
1030,494.0845151501821
1031,497.7015694248663
1032,589.4897645415597
1033,474.32414047806026
1034,610.4637016135836
1035,536.5645106903071
1036,466.2906037505735
1037,555.4195159686119
1038,576.9806226628359
1039,550.0316957537257
1040,611.1880229078729
1041,454.28571588955987
1042,618.0224895841247
1043,483.4391507127043
1044,450.9387238348555
1045,525.9083999730418
1046,601.3193972310835
1047,504.526372846737
1048,471.1287130662862
1049,525.6970030690834
1050,654.806114393449
1051,473.54486193168435
1052,488.6384336237678
1053,467.2742077251131
1054,480.0394596255412
1055,567.4368031823583
1056,583.3509041385437
1057,514.168978414207
1058,583.6732563964117
1059,491.07176594054647
1060,559.9528253005037
1061,452.4323856875337
1062,579.5662449012588
1063,532.573824432822
1064,579.2903252396277
1065,572.6734354138806
1066,590.6188854894968
1067,512.0516403947091
1068,526.7711155290283
1069,455.2099043360767
1070,561.5515995704491
1071,477.26327200093556
1072,553.243138928439
1073,500.7831311038361
1074,561.2768143889225
1075,485.3730514669302
1076,533.0373863143175
1077,460.26729983731974
1078,547.490458074233
1079,556.8777182838296
1080,530.3615184274075
1081,550.038098216
1082,461.0603431925467
1083,569.2741984530617
1084,487.9808536608854
1085,541.730247134677
1086,544.848893667272
1087,671.9151583965134
1088,518.708907672002
1089,620.3594619249466
1090,459.0337292011552
1091,648.8492454808705
1092,440.2480036786022
1093,589.3532593284184
1094,542.0884668588984
1095,501.9660161484694
1096,465.3533287106586
1097,514.2201368659107
1098,576.152125413311
1099,584.7786345183188
1100,536.0611875641114
1101,505.1794019408278
1102,583.0502961747792
1103,557.9147783496722
1104,590.9632577927252
1105,497.6416207797903
1106,480.28963853085213
1107,476.40357724448654
1108,493.25336654643206
1109,499.28118156739976
1110,555.1541573848011
1111,563.1503887862398
1112,635.9327980328719
1113,489.4746729803237
1114,495.50276573998724
1115,515.988970164871
1116,546.2403674424993
1117,526.6493973790418
1118,536.7464163730845
1119,471.45534241745986
1120,648.4652103074698
1121,451.08442844583396
1122,439.14218237713544
1123,456.8019624346646
1124,547.782020945619
1125,480.35293046450704
1126,533.9075637410252
1127,545.3116513266009
1128,586.2416026598607
1129,653.3854875534189
1130,567.1074416966234
1131,637.7098661364417
1132,577.097821151054
1133,572.4242752093239
1134,570.1484473787863
1135,448.8296930740909
1136,535.5879539430855
1137,615.8868323135389
1138,581.0471027211125
1139,507.25637800936124
1140,524.1513966326701
1141,582.0481591523737
1142,476.48345085770507
1143,459.5283018298651
1144,595.3099518330994
1145,543.5187560168152
1146,594.5752382201897
1147,528.039434973005
1148,509.6440560716022
1149,478.17374117235477
1150,571.0257902280763
1151,465.450550299486
1152,567.473465105837
1153,512.694957654106
1154,637.2601782509821
1155,518.5805850907063
1156,607.9657655795452
1157,649.7916348959684
1158,561.4677681601349
1159,516.3470510620746
1160,476.27843317881775
1161,530.4225940526154
1162,538.3135769675118
1163,511.5446424383355
1164,563.0401925554212
1165,564.8863387292887
1166,526.9307452268388
1167,487.25013684623445
1168,488.2427991416812
1169,483.07191952847745
1170,513.310751018575
1171,531.5746752773348
1172,530.4737221805102
1173,565.8529644387773
1174,539.3334329767094
1175,525.4358022565037
1176,488.10134872464937
1177,469.71596313950386
1178,456.40672800316264
1179,573.7521579208955
1180,456.1160042110476
1181,504.2440943898198
1182,562.7981341594291
1183,564.7698882769448
1184,495.9892870499991
1185,605.6072824599576
1186,500.1743518731788
1187,422.95242299869005
1188,527.6107089279624
1189,586.5651388739257
1190,498.99906830699786
1191,492.5705267023973
1192,570.5653034083857
1193,533.0814288952413
1194,479.01624479767156
1195,484.58807556830806
1196,591.1530709924598
1197,512.7673819522029
1198,571.6163866779665
1199,436.63941026770823
1200,455.0351193208411
1201,462.5039262678795
1202,469.6584002121665
1203,585.2041531889054
1204,514.9091251725677
1205,467.7284625350171
1206,607.6420679882002
1207,464.41185874264625
1208,558.4677669365715
1209,444.46968760683166
1210,507.7455234826995
1211,560.805414082806
1212,674.930921902145
1213,558.9128815672801
1214,546.7580021944473
1215,509.1998135790662
1216,491.4475403201918
1217,528.6711610806996
1218,479.5252921282703
1219,508.43689959368794
1220,573.18667317404
1221,579.639649809511
1222,511.5564574516195
1223,564.305121784713
1224,465.7691750633299
1225,458.3398236169737
1226,441.01403336358953
1227,552.5431478260036
1228,538.985556995808
1229,621.6535280657099
1230,572.66608198646
1231,510.46531057015784
1232,495.35625776887275
1233,539.0388662416279
1234,505.4361916636543
1235,548.368873718249
1236,519.2828965567322
1237,601.4792011159414
1238,509.277979067528
1239,530.5955841339409
1240,438.1514682549772
1241,477.88978188190094
1242,452.6554050847563
1243,489.9542389636771
1244,497.8478096422066
1245,501.98129320575003
1246,444.345488510822
1247,498.60009930701017
1248,563.8988115533018
1249,441.58705437820413
1250,603.344152777714
1251,520.3538971663716
1252,542.6986741591426
1253,514.0905027443262
1254,442.5013758622482
1255,558.2353640502231
1256,596.289901583709
1257,443.02144352979934
1258,573.6427030812306
1259,549.1140253975442
1260,660.5471908513829
1261,568.8866693291131
1262,470.85213898691086
1263,433.78173016663294
1264,516.5472193379458
1265,543.0082445751816
1266,500.82827365609216
1267,457.98462384708273
1268,528.1372746427386
1269,528.0784200261585
1270,518.3329097357157
1271,512.1665045435187
1272,523.5204277791252
1273,498.4991187757108
1274,565.994212240423
1275,486.09790220417574
1276,552.4202808350072
1277,613.4971076775851
1278,583.9146674150311
1279,585.5716990831565
1280,439.36766168478545
1281,670.5564079851249
1282,521.7898190851517
1283,501.98791554095203
1284,440.11570456369805
1285,565.9666851154993
1286,447.42867906979916
1287,437.41509643170934
1288,496.09720156996934
1289,483.2728809732841
1290,475.75126878992415
1291,462.2552808382059
1292,463.8290792011708
1293,625.9617996534369
1294,551.6582065117457
1295,539.5573166434259
1296,586.6965521465485
1297,527.8672406314334
1298,513.686013551446
1299,511.11899478331327
1300,497.2413925520993
1301,433.49386190144014
1302,579.8847929125592
1303,436.752875084646
1304,512.7064574956471
1305,523.4836813592084
1306,567.6309810486804
1307,506.5029122595212
1308,563.4084042883321
1309,505.28416002543554
1310,414.3599583528946
1311,564.5241640667379
1312,503.9942715523415
1313,503.6824334871417
1314,529.7928131292773
1315,459.44098871373944
1316,576.9089541711483
1317,656.2521811530137
1318,445.61546853087964
1319,461.4462284383578
1320,531.3976933071993
1321,527.9517033689766
1322,596.8735952682839
1323,483.07235186297595
1324,473.7613709418606
1325,557.6744507659322
1326,451.76721126993664
1327,457.23716890480705
1328,589.0034779445293
1329,529.735699969035
1330,463.5860315536374
1331,519.9781419851838
1332,531.5187197998581
1333,443.31407396713064
1334,547.8306824236967
1335,484.8485973789552
1336,506.3049970896966
1337,443.1478792371525
1338,665.1472947987905
1339,576.0253166929042
1340,617.5938062768956
1341,450.97447925467003
1342,582.6725549747188
1343,504.9648271107211
1344,436.52175861955834
1345,671.1846683486262
1346,640.3956950484225
1347,541.0283267376227
1348,490.9110643413967
1349,588.5454396493328
1350,479.950551932016
1351,578.4922835879374
1352,592.0293872324183
1353,595.8254625789062
1354,473.95791373340467
1355,470.60784835991865
1356,513.3098385903736
1357,641.3330143971488
1358,559.2168973544117
1359,498.8077259875482
1360,489.8683936834567
1361,565.161621911358
1362,591.3143849794988
1363,508.4545627022028
1364,581.9115853646551
1365,519.2403060669112
1366,456.9184904404
1367,565.2592987273398
1368,615.2915186156835
1369,439.9429307938637
1370,614.3383893971842
1371,465.682670160444
